,Year,Laureate_Id,Firstname,Lastname,Category,Prize_Share,Motivation,Gender,Birth_Date,Birth_Country,Birth_City,Birth_Country_Code,Death_Date,Death_Country,Death_City,Death_Country_Code,Organization_Name,Organization_City,Organization_Country,Birth_Year,Death_Year
107,1922,27,Niels,Bohr,physics,1,"""for his services in the investigation of the structure of atoms and of the radiation emanating from them""",male,1885-10-07,Denmark,Copenhagen,DK,18/11/1962,Denmark,Copenhagen,DK,Copenhagen University,Copenhagen,Denmark,1885.0,1962.0
108,1922,487,Fridtjof,Nansen,peace,1,"""for his leading role in the repatriation of prisoners of war in international relief work and as the League of Nations' High Commissioner for refugees""",male,1861-10-10,Norway,Kristiania (now Oslo),NO,13/05/1930,Norway,Oslo,NO,,,,1861.0,1930.0
109,1922,180,Francis W.,Aston,chemistry,1,"""for his discovery by means of his mass spectrograph of isotopes in a large number of non-radioactive elements and for his enunciation of the whole-number rule""",male,1877-09-01,United Kingdom,Harborne,GB,20/11/1945,United Kingdom,Cambridge,GB,University of Cambridge,Cambridge,United Kingdom,1877.0,1945.0
110,1922,312,Otto,Meyerhof,medicine,2,"""for his discovery of the fixed relationship between the consumption of oxygen and the metabolism of lactic acid in the muscle""",male,1884-04-12,Germany,Hanover,DE,06/10/1951,USA,Philadelphia PA,US,Kiel University,Kiel,Germany,1884.0,1951.0
111,1922,592,Jacinto,Benavente,literature,1,"""for the happy manner in which he has continued the illustrious traditions of the Spanish drama""",male,1866-08-12,Spain,Madrid,ES,14/07/1954,Spain,Madrid,ES,,,,1866.0,1954.0
112,1922,311,Archibald V.,Hill,medicine,2,"""for his discovery relating to the production of heat in the muscle""",male,1886-09-26,United Kingdom,Bristol,GB,03/06/1977,United Kingdom,Cambridge,GB,London University,London,United Kingdom,1886.0,1977.0
113,1923,313,Frederick G.,Banting,medicine,2,"""for the discovery of insulin""",male,1891-11-14,Canada,Alliston,CA,21/02/1941,Canada,Newfoundland,CA,University of Toronto,Toronto,Canada,1891.0,1941.0
114,1923,314,John,Macleod,medicine,2,"""for the discovery of insulin""",male,1876-09-06,Scotland,Cluny,GB,16/03/1935,Scotland,Aberdeen,GB,University of Toronto,Toronto,Canada,1876.0,1935.0
115,1923,28,Robert A.,Millikan,physics,1,"""for his work on the elementary charge of electricity and on the photoelectric effect""",male,1868-03-22,USA,Morrison IL,US,19/12/1953,USA,San Marino CA,US,California Institute of Technology (Caltech),Pasadena CA,USA,1868.0,1953.0
116,1923,181,Fritz,Pregl,chemistry,1,"""for his invention of the method of micro-analysis of organic substances""",male,1869-09-03,Austria-Hungary (now Slovenia),Laibach (now Ljubljana),SI,13/12/1930,Austria,Graz,AT,Graz University,Graz,Austria,1869.0,1930.0
117,1923,593,William Butler,Yeats,literature,1,"""for his always inspired poetry which in a highly artistic form gives expression to the spirit of a whole nation""",male,1865-06-13,Ireland,Dublin,IE,28/01/1939,France,Roquebrune-Cap-Martin,FR,,,,1865.0,1939.0
118,1924,594,Wladyslaw,Reymont,literature,1,"""for his great national epic <I>The Peasants</I>""",male,1867-05-07,Russian Empire (now Poland),Kobiele Wielkie,PL,05/12/1925,Poland,Warsaw,PL,,,,1867.0,1925.0
119,1924,315,Willem,Einthoven,medicine,1,"""for his discovery of the mechanism of the electrocardiogram""",male,1860-05-21,Java Dutch East Indies (now Indonesia),Semarang,ID,29/09/1927,the Netherlands,Leiden,NL,Leiden University,Leiden,the Netherlands,1860.0,1927.0
120,1924,29,Manne,Siegbahn,physics,1,"""for his discoveries and research in the field of X-ray spectroscopy""",male,1886-12-03,Sweden,Örebro,SE,26/09/1978,Sweden,Stockholm,SE,Uppsala University,Uppsala,Sweden,1886.0,1978.0
121,1925,30,James,Franck,physics,2,"""for their discovery of the laws governing the impact of an electron upon an atom""",male,1882-08-26,Germany,Hamburg,DE,21/05/1964,West Germany (now Germany),Göttingen,DE,Goettingen University,Göttingen,Germany,1882.0,1964.0
122,1925,31,Gustav,Hertz,physics,2,"""for their discovery of the laws governing the impact of an electron upon an atom""",male,1887-07-22,Germany,Hamburg,DE,30/10/1975,East Germany (now Germany),Berlin,DE,Halle University,Halle,Germany,1887.0,1975.0
123,1925,488,Sir Austen,Chamberlain,peace,2,"""for his crucial role in bringing about the Locarno Treaty""",male,1863-10-16,United Kingdom,Birmingham,GB,16/03/1937,United Kingdom,London,GB,,,,1863.0,1937.0
124,1925,489,Charles G.,Dawes,peace,2,"""for his crucial role in bringing about the Dawes Plan""",male,1865-08-27,USA,Marietta OH,US,23/04/1951,USA,Evanston IL,US,,,,1865.0,1951.0
125,1925,182,Richard,Zsigmondy,chemistry,1,"""for his demonstration of the heterogenous nature of colloid solutions and for the methods he used which have since become fundamental in modern colloid chemistry""",male,1865-04-01,Austrian Empire (now Austria),Vienna,AT,24/09/1929,Germany,Göttingen,DE,Goettingen University,Göttingen,Germany,1865.0,1929.0
126,1925,596,George Bernard,Shaw,literature,1,"""for his work which is marked by both idealism and humanity its stimulating satire often being infused with a singular poetic beauty""",male,1856-07-26,Ireland,Dublin,IE,02/11/1950,United Kingdom,Ayot St. Lawrence,GB,,,,1856.0,1950.0
127,1926,491,Gustav,Stresemann,peace,2,"""for their crucial role in bringing about the Locarno Treaty""",male,1878-05-10,Germany,Berlin,DE,03/10/1929,Germany,Berlin,DE,,,,1878.0,1929.0
128,1926,490,Aristide,Briand,peace,2,"""for their crucial role in bringing about the Locarno Treaty""",male,1862-03-28,France,Nantes,FR,07/03/1932,France,Paris,FR,,,,1862.0,1932.0
129,1926,597,Grazia,Deledda,literature,1,"""for her idealistically inspired writings which with plastic clarity picture the life on her native island and with depth and sympathy deal with human problems in general""",female,1871-09-27,Italy,Nuoro Sardinia,IT,15/08/1936,Italy,Rome,IT,,,,1871.0,1936.0
130,1926,316,Johannes,Fibiger,medicine,1,"""for his discovery of the Spiroptera carcinoma""",male,1867-04-23,Denmark,Silkeborg,DK,30/01/1928,Denmark,Copenhagen,DK,Copenhagen University,Copenhagen,Denmark,1867.0,1928.0
131,1926,32,Jean Baptiste,Perrin,physics,1,"""for his work on the discontinuous structure of matter and especially for his discovery of sedimentation equilibrium""",male,1870-09-30,France,Lille,FR,17/04/1942,USA,New York NY,US,Sorbonne University,Paris,France,1870.0,1942.0
132,1926,183,The,Svedberg,chemistry,1,"""for his work on disperse systems""",male,1884-08-30,Sweden,Fleräng,SE,25/02/1971,Sweden,Örebro,SE,Uppsala University,Uppsala,Sweden,1884.0,1971.0
133,1927,600,Henri,Bergson,literature,1,"""in recognition of his rich and vitalizing ideas and the brilliant skill with which they have been presented""",male,1859-10-18,France,Paris,FR,04/01/1941,France,Paris,FR,,,,1859.0,1941.0
134,1927,493,Ludwig,Quidde,peace,2,"""for their contribution to the emergence in France and Germany of a public opinion which favours peaceful international cooperation""",male,1858-03-23,Germany,Bremen,DE,04/03/1941,Switzerland,Geneva,CH,,,,1858.0,1941.0
135,1927,33,Arthur H.,Compton,physics,2,"""for his discovery of the effect named after him""",male,1892-09-10,USA,Wooster OH,US,15/03/1962,USA,Berkeley CA,US,University of Chicago,Chicago IL,USA,1892.0,1962.0
136,1927,34,C.T.R.,Wilson,physics,2,"""for his method of making the paths of electrically charged particles visible by condensation of vapour""",male,1869-02-14,Scotland,Glencorse,GB,15/11/1959,Scotland,Carlops,GB,University of Cambridge,Cambridge,United Kingdom,1869.0,1959.0
137,1927,317,Julius,Wagner-Jauregg,medicine,1,"""for his discovery of the therapeutic value of malaria inoculation in the treatment of dementia paralytica""",male,1857-03-07,Austria,Wels,AT,27/09/1940,Austria,Vienna,AT,Vienna University,Vienna,Austria,1857.0,1940.0
138,1927,184,Heinrich,Wieland,chemistry,1,"""for his investigations of the constitution of the bile acids and related substances""",male,1877-06-04,Germany,Pforzheim,DE,05/08/1957,West Germany (now Germany),Munich,DE,Munich University,Munich,Germany,1877.0,1957.0
139,1927,492,Ferdinand,Buisson,peace,2,"""for their contribution to the emergence in France and Germany of a public opinion which favours peaceful international cooperation""",male,1841-12-20,France,Paris,FR,16/02/1932,France,Thieuloy-Saint-Antoine,FR,,,,1841.0,1932.0
140,1928,318,Charles,Nicolle,medicine,1,"""for his work on typhus""",male,1866-09-21,France,Rouen,FR,28/02/1936,Tunisia,Tunis,TN,Institut Pasteur,Tunis,Tunisia,1866.0,1936.0
141,1928,185,Adolf,Windaus,chemistry,1,"""for the services rendered through his research into the constitution of the sterols and their connection with the vitamins""",male,1876-12-25,Germany,Berlin,DE,09/06/1959,West Germany (now Germany),Göttingen,DE,Goettingen University,Göttingen,Germany,1876.0,1959.0
142,1928,35,Owen Willans,Richardson,physics,1,"""for his work on the thermionic phenomenon and especially for the discovery of the law named after him""",male,1879-04-26,United Kingdom,Dewsbury,GB,15/02/1959,United Kingdom,Alton,GB,London University,London,United Kingdom,1879.0,1959.0
143,1928,601,Sigrid,Undset,literature,1,"""principally for her powerful descriptions of Northern life during the Middle Ages""",female,1882-05-20,Denmark,Kalundborg,DK,10/06/1949,Norway,Lillehammer,NO,,,,1882.0,1949.0
144,1929,186,Arthur,Harden,chemistry,2,"""for their investigations on the fermentation of sugar and fermentative enzymes""",male,1865-10-12,United Kingdom,Manchester,GB,17/06/1940,United Kingdom,Bourne,GB,London University,London,United Kingdom,1865.0,1940.0
145,1929,187,Hans,von Euler-Chelpin,chemistry,2,"""for their investigations on the fermentation of sugar and fermentative enzymes""",male,1873-02-15,Germany,Augsburg,DE,06/11/1964,Sweden,Stockholm,SE,Stockholm University,Stockholm,Sweden,1873.0,1964.0
146,1929,319,Christiaan,Eijkman,medicine,2,"""for his discovery of the antineuritic vitamin""",male,1858-08-11,the Netherlands,Nijkerk,NL,05/11/1930,the Netherlands,Utrecht,NL,Utrecht University,Utrecht,the Netherlands,1858.0,1930.0
147,1929,36,Louis,de Broglie,physics,1,"""for his discovery of the wave nature of electrons""",male,1892-08-15,France,Dieppe,FR,19/03/1987,France,Paris,FR,Sorbonne University Institut Henri Poincaré,Paris,France,1892.0,1987.0
148,1929,602,Thomas,Mann,literature,1,"""principally for his great novel <I>Buddenbrooks</I> which has won steadily increased recognition as one of the classic works of contemporary literature""",male,1875-06-06,Germany,Lübeck,DE,12/08/1955,Switzerland,Zurich,CH,,,,1875.0,1955.0
149,1929,320,Sir Frederick,Hopkins,medicine,2,"""for his discovery of the growth-stimulating vitamins""",male,1861-06-20,United Kingdom,Eastbourne,GB,16/05/1947,United Kingdom,Cambridge,GB,University of Cambridge,Cambridge,United Kingdom,1861.0,1947.0
150,1929,494,Frank B.,Kellogg,peace,1,"""for his crucial role in bringing about the Briand-Kellogg Pact""",male,1856-12-22,USA,Potsdam NY,US,21/12/1937,USA,St. Paul MN,US,,,,1856.0,1937.0
151,1930,603,Sinclair,Lewis,literature,1,"""for his vigorous and graphic art of description and his ability to create with wit and humour new types of characters""",male,1885-02-07,USA,Sauk Centre MN,US,10/01/1951,Italy,Rome,IT,,,,1885.0,1951.0
152,1930,321,Karl,Landsteiner,medicine,1,"""for his discovery of human blood groups""",male,1868-06-14,Austrian Empire (now Austria),Vienna,AT,26/06/1943,USA,New York NY,US,Rockefeller Institute for Medical Research,New York NY,USA,1868.0,1943.0
153,1930,188,Hans,Fischer,chemistry,1,"""for his researches into the constitution of haemin and chlorophyll and especially for his synthesis of haemin""",male,1881-07-27,Germany,Hoechst,DE,31/03/1945,Germany,Munich,DE,Technische Hochschule (Institute of Technology),Munich,Germany,1881.0,1945.0
154,1930,495,Nathan,Söderblom,peace,1,"""for promoting Christian unity and helping create 'that new attitude of mind which is necessary if peace between nations is to become reality'""",male,1866-01-15,Sweden,Trönö,SE,12/07/1931,Sweden,Uppsala,SE,,,,1866.0,1931.0
155,1930,37,Sir Chandrasekhara Venkata,Raman,physics,1,"""for his work on the scattering of light and for the discovery of the effect named after him""",male,1888-11-07,India,Tiruchirappalli,IN,21/11/1970,India,Bangalore,IN,Calcutta University,Calcutta,India,1888.0,1970.0
156,1931,322,Otto,Warburg,medicine,1,"""for his discovery of the nature and mode of action of the respiratory enzyme""",male,1883-10-08,Germany,Freiburg im Breisgau,DE,01/08/1970,West Germany (now Germany),West Berlin,DE,Kaiser-Wilhelm-Institut (now Max-Planck-Institut) für Biologie,Berlin-Dahlem,Germany,1883.0,1970.0
157,1931,189,Carl,Bosch,chemistry,2,"""in recognition of their contributions to the invention and development of chemical high pressure methods""",male,1874-08-27,Germany,Cologne,DE,26/04/1940,Germany,Heidelberg,DE,University of Heidelberg,Heidelberg,Germany,1874.0,1940.0
158,1931,190,Friedrich,Bergius,chemistry,2,"""in recognition of their contributions to the invention and development of chemical high pressure methods""",male,1884-10-11,Germany (now Poland),Goldschmieden near Breslau,PL,30/03/1949,Argentina,Buenos Aires,AR,University of Heidelberg,Heidelberg,Germany,1884.0,1949.0
159,1931,604,Erik Axel,Karlfeldt,literature,1,"""The poetry of Erik Axel Karlfeldt""",male,1864-07-20,Sweden,Karlbo,SE,08/04/1931,Sweden,Stockholm,SE,,,,1864.0,1931.0
160,1931,496,Jane,Addams,peace,2,"""for their assiduous effort to revive the ideal of peace and to rekindle the spirit of peace in their own nation and in the whole of mankind""",female,1860-09-06,USA,Cedarville IL,US,21/05/1935,USA,Chicago IL,US,,,,1860.0,1935.0
161,1931,497,Nicholas Murray,Butler,peace,2,"""for their assiduous effort to revive the ideal of peace and to rekindle the spirit of peace in their own nation and in the whole of mankind""",male,1862-04-02,USA,Elizabeth NJ,US,07/12/1947,USA,New York NY,US,Columbia University,New York NY,USA,1862.0,1947.0
162,1932,324,Edgar,Adrian,medicine,2,"""for their discoveries regarding the functions of neurons""",male,1889-11-30,United Kingdom,London,GB,08/08/1977,United Kingdom,Cambridge,GB,University of Cambridge,Cambridge,United Kingdom,1889.0,1977.0
163,1932,323,Sir Charles,Sherrington,medicine,2,"""for their discoveries regarding the functions of neurons""",male,1857-11-27,United Kingdom,London,GB,04/03/1952,United Kingdom,Eastbourne,GB,University of Oxford,Oxford,United Kingdom,1857.0,1952.0
164,1932,38,Werner,Heisenberg,physics,1,"""for the creation of quantum mechanics the application of which has inter alia led to the discovery of the allotropic forms of hydrogen""",male,05/12/1901,Germany,Würzburg,DE,01/02/1976,West Germany (now Germany),Munich,DE,Leipzig University,Leipzig,Germany,1901.0,1976.0
165,1932,605,John,Galsworthy,literature,1,"""for his distinguished art of narration which takes its highest form in <I>The Forsyte Saga</I>""",male,1867-08-14,United Kingdom,Kingston Hill,GB,31/01/1933,United Kingdom,London,GB,,,,1867.0,1933.0
166,1932,191,Irving,Langmuir,chemistry,1,"""for his discoveries and investigations in surface chemistry""",male,1881-01-31,USA,Brooklyn NY,US,16/08/1957,USA,Falmouth MA,US,General Electric Company,Schenectady NY,USA,1881.0,1957.0
